CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members,LLP Identification Number,Main division of business activity to be carried out in India,Description of main division,Number Of Partners,Number of Designated Partners,Unnamed: 0
,SAISONA REAL ESTATE LLP,Active,RoC-Kolkata,,,,,19 July 2019,"2 years, 8 month, 6 days",,,AAQ-0035,Real estate activities,Real estate activities,0,2,
U60221BR2017PTC033296,SAISONS PACKERS & MOVERS PRIVATE LIMITED,Active,RoC-Patna,33296,Company limited by Shares,Non-govt company,Private,13 January 2017,"5 years, 2 month, 12 days",Other land transport  Click here to see other companies involved in same activity.,-,,,,,,
U24100MH1999PTC121908,SAISONS TRADE & INDUSTRY PRIVATE LIMITED,Active,RoC-Mumbai,121908,Company limited by Shares,Non-govt company,Private,23 September 1999,"22 years, 6 month, 2 days",Manufacture of basic chemicals  Click here to see other companies involved in same activity.,-,,,,,,
U45400TG2011PTC073861,SAISOUDHA SHELTERS PRIVATE LIMITED,Active,RoC-Hyderabad,73861,Company limited by Shares,Non-govt company,Private,15 April 2011,"10 years, 11 month, 10 days",Building completion [ Includes activities that contribute to the completion or finishing of a construction. Repairs of the same type are also included in the corresponding sub-classes]  Click here to see other companies involved in same activity.,-,,,,,,
U63040DL1997PTC085729,SAISOUL TRAVELS PRIVATE LIMITED,Active,RoC-Delhi,85729,Company limited by Shares,Non-govt company,Private,11 March 1997,"25 years, 0 month, 14 days",Supporting and auxiliary transport activities; activities of travel agencies  Click here to see other companies involved in same activity.,-,,,,,,
U25200GA2021PTC014767,SAISPARSH POLYMERS PRIVATE LIMITED,Active,RoC-Goa,14767,Company limited by Shares,Non-govt company,Private,08 April 2021,"0 years, 11 month, 17 days",Manufacture of plastic products  Click here to see other companies involved in same activity.,-,,,,,,
U80903UP2020NPL129394,SAISPARSH WELFARE FOUNDATION,Active,RoC-Kanpur,129394,Company limited by Shares,Non-govt company,Private,11 June 2020,"1 years, 9 month, 14 days",Other education  Click here to see other companies involved in same activity.,-,,,,,,
U01100MH2016PTC284618,SAISRADHHA FARMERS PRODUCER COMPANY LIMITED,Active,RoC-Mumbai,284618,Company limited by Shares,Non-govt company,Private,09 August 2016,"5 years, 7 month, 16 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U70102TG2006PTC050429,SAISRI MEADOWS PRIVATE LIMITED,Active,RoC-Hyderabad,50429,Company limited by Shares,Non-govt company,Private,23 June 2006,"15 years, 9 month, 2 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U45309TG2021PTC157127,SAISRI PROPERTIES INDIA PRIVATE LIMITED,Active,RoC-Hyderabad,157127,Company limited by Shares,Non-govt company,Private,18 November 2021,"0 years, 4 month, 7 days","Building installation [ These activities are usually performed at the site of construction, although parts of the job may be carried out in a special shop. Repair of installations are also included in the corresponding sub-classes.]  Click here to see other companies involved in same activity.",-,,,,,,
U72900TN2021PTC146314,SAISRI TECSOFT PRIVATE LIMITED,Active,RoC-Chennai,146314,Company limited by Shares,Non-govt company,Private,20 September 2021,"0 years, 6 month, 5 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]  Click here to see other companies involved in same activity.,-,,,,,,
U29307MH2018PTC316229,SAISRISHTI TECHNO SCIENCE PRIVATE LIMITED,Active,RoC-Mumbai,316229,Company limited by Shares,Non-govt company,Private,24 October 2018,"3 years, 5 month, 1 days","Manufacture of domestic appliances, n.e.c.  Click here to see other companies involved in same activity.",-,,,,,,
U70100KA2018PTC112925,SAISRUSHTI (BUDIGERE) PROJECTS PRIVATE LIMITED,Active,RoC-Bangalore,112925,Company limited by Shares,Non-govt company,Private,08 May 2018,"3 years, 10 month, 17 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U70200KA2018PTC112099,SAISRUSHTI (DEVANAHALLI-BEERASANDRA) PROJECTS PRIVATE LIMITED,Active,RoC-Bangalore,112099,Company limited by Shares,Non-govt company,Private,09 April 2018,"3 years, 11 month, 16 days","Real estate activities on a fee or contract basis. [This class includes buying, selling, renting managing and appraising real estate on a fee or contract basis. This class also includes the service activities provided by Munshi.]  Click here to see other companies involved in same activity.",-,,,,,,
U70109KA2018PTC111788,SAISRUSHTI (DEVANAHALLI-LAKSHMIPURA) PROJECTS PRIVATE LIMITED,Active,RoC-Bangalore,111788,Company limited by Shares,Non-govt company,Private,28 March 2018,"3 years, 11 month, 28 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
,SAISRUSHTI HARSHA PUTTAPPA WAREHOUSE LLP,Active,RoC-Bangalore,,,,,24 July 2019,"2 years, 8 month, 1 days",,,AAQ-0392,Real estate activities,Real estate activities,0,2,
,SAISRUSHTI KARIYAMMANA AGRAHARA DEVELOPERS LLP,Active,RoC-Bangalore,,,,,26 September 2019,"2 years, 5 month, 29 days",,,AAQ-6630,Real estate activities,Real estate activities,0,2,
U45309MH2021PTC357118,SAISTHAN DEVELOPERS PRIVATE LIMITED,Active,RoC-Mumbai,357118,Company limited by Shares,Non-govt company,Private,16 March 2021,"1 years, 0 month, 9 days","Building installation [ These activities are usually performed at the site of construction, although parts of the job may be carried out in a special shop. Repair of installations are also included in the corresponding sub-classes.]  Click here to see other companies involved in same activity.",-,,,,,,
U70100DL2013PTC254823,SAISTUTI CONSTRUCTION PRIVATE LIMITED,Active,RoC-Delhi,254823,Company limited by Shares,Non-govt company,Private,03 July 2013,"8 years, 8 month, 22 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U40100OR2021PTC037813,SAISUBHAM ENGINEERING PRIVATE LIMITED,Active,RoC-Cuttack,37813,Company limited by Shares,Non-govt company,Private,11 October 2021,"0 years, 5 month, 14 days","Production , collection and distribution of electricity  Click here to see other companies involved in same activity.",-,,,,,,
U85191MH2013NPL247278,SAISUDHA CHARITABLE FOUNDATION,Active,RoC-Mumbai,247278,Company limited by Shares,Non-govt company,Private,21 August 2013,"8 years, 7 month, 4 days",Human health activities  Click here to see other companies involved in same activity.,-,,,,,,
U45201OR2019PTC030333,SAISUDHA RADHAKRISHNAN CONSTRUCTION PRIVATE LIMITED,Active,RoC-Cuttack,30333,Company limited by Shares,Non-govt company,Private,22 January 2019,"3 years, 2 month, 3 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
U40108AP2012PTC084101,SAISUDHIR ENERGY (ANANTAPUR) PRIVATE LIMITED,Active,RoC-Vijayawada,84101,Company limited by Shares,Non-govt company,Private,09 November 2012,"9 years, 4 month, 16 days","Production , collection and distribution of electricity  Click here to see other companies involved in same activity.",-,,,,,,
U40108AP2010PLC067900,SAISUDHIR ENERGY LIMITED,Active,RoC-Vijayawada,67900,Company limited by Shares,Non-govt company,Public,09 April 2010,"11 years, 11 month, 16 days","Production , collection and distribution of electricity  Click here to see other companies involved in same activity.",-,,,,,,
U40101AP2011PTC077998,SAISUDHIR HIRIT HYDROPROJECT PRIVATE LIMITED,Active,RoC-Vijayawada,77998,Company limited by Shares,Non-govt company,Private,13 December 2011,"10 years, 3 month, 12 days","Production , collection and distribution of electricity  Click here to see other companies involved in same activity.",-,,,,,,
U45200TG2010PTC066776,SAISUDHIR PROJECTS PRIVATE LIMITED,Active,RoC-Hyderabad,66776,Company limited by Shares,Non-govt company,Private,25 January 2010,"12 years, 2 month, 0 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
,SAISUDIRA CHEMICALS LLP,Active,RoC-Bangalore,,,,,03 March 2015,"7 years, 0 month, 22 days",,,AAD-4831,Manufacture of chemicals and chemical products,Manufacture of chemicals and chemical products,0,3,
U74999DL2017PTC316165,SAISUMAN SECURITY AND FACILITY MANAGEMENT PRIVATE LIMITED,Active,RoC-Delhi,316165,Company limited by Shares,Non-govt company,Private,17 April 2017,"4 years, 11 month, 8 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U74120MP2014PTC032604,SAISUN OUTSOURCING SERVICES PRIVATE LIMITED,Active,RoC-Gwalior,32604,Company limited by Shares,Non-govt company,Private,25 March 2014,"8 years, 0 month, 0 days","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy  Click here to see other companies involved in same activity.",-,,,,,,
U24231DL2003PTC121103,SAISUN PHARMA PRIVATE LIMITED,Active,RoC-Delhi,121103,Company limited by Shares,Non-govt company,Private,27 June 2003,"18 years, 8 month, 28 days",Manufacture of other chemical products  Click here to see other companies involved in same activity.,-,,,,,,
U72900TN2012PTC086118,SAISUN SOLUTION PRIVATE LIMITED,Active,RoC-Chennai,86118,Company limited by Shares,Non-govt company,Private,31 May 2012,"9 years, 9 month, 25 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]  Click here to see other companies involved in same activity.,-,,,,,,
U74992MP2010PTC023300,SAISUNDARAM TRADING PRIVATE LIMITED,Active,RoC-Gwalior,23300,Company limited by Shares,Non-govt company,Private,30 March 2010,"11 years, 11 month, 26 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U05000TG2018PTC129137,SAISURENDRA SEA FOODS PRIVATE LIMITED,Active,RoC-Hyderabad,129137,Company limited by Shares,Non-govt company,Private,18 December 2018,"3 years, 3 month, 7 days","Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing  Click here to see other companies involved in same activity.",-,,,,,,
U15311TG2009PTC064231,SAISURYA PARABOILED (INDIA) PRIVATE LIMITED,Active,RoC-Hyderabad,64231,Company limited by Shares,Non-govt company,Private,03 July 2009,"12 years, 8 month, 22 days","Manufacture of grain mill products, starches and starch products, and prepared animal feeds  Click here to see other companies involved in same activity.",-,,,,,,
U05000AP2018PTC107584,SAISURYATEJA AQUA PRIVATE LIMITED,Active,RoC-Vijayawada,107584,Company limited by Shares,Non-govt company,Private,12 February 2018,"4 years, 1 month, 13 days","Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing  Click here to see other companies involved in same activity.",-,,,,,,
U85300PN2022PTC207734,SAISWAMI HOSPITAL PRIVATE LIMITED,Active,RoC-Pune,207734,Company limited by Shares,Non-govt company,Private,17 January 2022,"0 years, 2 month, 8 days",Social work activities  Click here to see other companies involved in same activity.,-,,,,,,
U45200MH2007PTC169377,SAISWAR PROPERTIES PRIVATE LIMITED,Active,RoC-Mumbai,169377,Company limited by Shares,Non-govt company,Private,29 March 2007,"14 years, 11 month, 27 days",Building of complete constructions or parts thereof; civil engineering  Click here to see other companies involved in same activity.,-,,,,,,
